,text,source,part,Happiness_M,Sadness_M,Anger_M,Disgust_M,Fear_M,Pride_M,Valence_M,Arousal_M,Irony_M,norm_Happiness_M,norm_Sadness_M,norm_Anger_M,norm_Disgust_M,norm_Fear_M,norm_Pride_M,norm_Valence_M,norm_Arousal_M,z_score_Happiness_M,z_score_Sadness_M,z_score_Anger_M,z_score_Disgust_M,z_score_Fear_M,z_score_Pride_M,z_score_Valence_M,z_score_Arousal_M,total_z_score
149,"Słuchałem dziś p. min. Ziobro jak kompletnie niedociskany przez pracownika PR24 opowiadał w państwowym radiu przedziwne rzeczy o UE. Ale wiem od bliskich mu ludzi, że na jego wywiad w mediach nie ma co liczyć. Czasy, gdy politycy konfrontowali się z pytaniami, się kończą.",twitter,60,1.0,1.6,3.2,2.8,1.4,1.2,1.4,3.0,2.0,0.0,0.15,0.55,0.4499999999999999,0.0999999999999999,0.0499999999999999,0.0999999999999999,0.5,0.7028090943480242,0.0430135919779793,1.1981444637568175,1.4234616612920392,0.0628544867559323,0.5813143579154293,1.3805735492914184,0.8026442599062428,6.194815465243884
1038,"Słowo na niedzielę. Założona przez Tadeusza Rydzyka Fundacja Lux Veritatis do 2023 roku dostanie miliony złotych na prowadzenie Centrum Ochrony Praw Chrześcijan. Pieniądze wyłoży Fundusz Sprawiedliwości, nadzorowany przez min. Ziobrę. _link_ ",twitter,92,1.2,2.0,2.2,2.0,1.8,1.2,2.2,2.4,0.0,0.0499999999999999,0.25,0.3,0.25,0.2,0.0499999999999999,0.3,0.35,0.487758050711808,0.5299088294652698,0.2360955424422346,0.4589228819224826,0.626485053719382,0.5813143579154293,0.5097612046650035,0.0017090036806836,3.431954924522294
1845,Ziobro jest najdłużej urzędującym ministrem sprawiedliwości w III RP.,,89,1.0,1.4,1.4,1.2,1.0,1.2,2.6,2.0,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0499999999999999,0.0,0.0499999999999999,0.4,0.25,0.7028090943480242,0.3294748026996042,0.5335435946094318,0.5056158974470742,0.7521940272312464,0.5813143579154293,0.0743550323517963,0.5322478338030223,4.011554640405629
1911,"Sędzia #Juszczyszyn nakazał Ziobrze przedstawić dokumenty ws. neo-#KRS. Jak Ziobro odmówi, dostanie grzywnę Szefową Kancelarii Sejmu Juszczyszyn już ukarał 6 tys. grzywny _link_ ",twitter,21,1.6,1.2,3.0,1.8,1.2,1.0,2.2,2.4,0.0,0.15,0.0499999999999999,0.5,0.2,0.0499999999999999,0.0,0.3,0.35,0.0576559634393754,0.6159360134212288,1.0057346794939006,0.2177881870800934,0.4075242569935894,0.8114075297411351,0.5097612046650035,0.0017090036806836,3.62751683851501
2479,Ziobro kolejny raz zapowiada surowsze kary dla przestępców seksualnych. A co do tej pory zrobił jako Prokurator Generalny dla ukarania sprawców ohydnych pedofilskich czynów?! Ile aktów oskarżenia wniesiono wobec ukrywających te zbrodnie hierarchów? Jak można być takim hipokrytą?!,twitter,43,1.0,2.4,5.0,4.2,2.4,1.0,1.2,3.8,0.0,0.0,0.35,1.0,0.8,0.35,0.0,0.0499999999999999,0.7,0.7028090943480242,1.102831250908519,2.9298325221230663,3.1114045251887643,1.660494364432353,0.8114075297411351,1.598276635448022,1.8705579348736547,13.787613857063535
2584,"Powiedzcie, Ziobro, ilu prezesów sądów w Niemczech minister sprawiedliwości odwołał za pomocą faxu? A ilu w Polsce? _link_ ",twitter,54,1.0,1.4,3.0,2.4,1.0,1.2,1.8,3.4,3.0,0.0,0.0999999999999999,0.5,0.35,0.0,0.0499999999999999,0.2,0.6,0.7028090943480242,0.3294748026996042,1.0057346794939006,0.9411922716072608,0.7521940272312464,0.5813143579154293,0.945167376978211,1.3366010973899487,6.5944877076636255
2679,"Całe moje 30-letnie życie zawodowe związane jest z sądem i orzekaniem w praworządnym, wolnym kraju” - mówiła w 2017 roku sędzia 👉Beata Morawiec ➡… KRAKOW.WYBORCZA.PL Ziobro kontra Morawiec.",,80,1.0,1.6,1.4,1.2,1.4,1.2,2.4,2.2,0.0,0.0,0.15,0.0999999999999999,0.0499999999999999,0.0999999999999999,0.0499999999999999,0.35,0.3,0.7028090943480242,0.0430135919779793,0.5335435946094318,0.5056158974470742,0.0628544867559323,0.5813143579154293,0.2920581185084002,0.2652694150611691,2.9864785566234406
2841,"W elitarnym klubie nie dają drinków jak ktoś beka, puszcza bąki i tłucze naczynia. Czy ktoś może to wytłumaczyć Kaczyńskiemu, Morawieckiemu, Ziobrze i reszcie?",twitter,93,1.0,1.4,3.4,3.4,1.2,1.6,1.4,3.0,4.0,0.0,0.0999999999999999,0.6,0.6,0.0499999999999999,0.15,0.0999999999999999,0.5,0.7028090943480242,0.3294748026996042,1.3905542480197337,2.146865745819207,0.4075242569935894,0.1211280142640174,1.3805735492914184,0.8026442599062428,7.281573971341837
3119,"Na czym polega kompromis, który minister #Ziobro przedstawił _users_ ? Na tym, że dalej będzie niszczył wolne sądy, tyle że teraz będzie się to nazywało wprowadzaniem niemieckich rozwiązań To będzie #frankenstein Ziobry Przeczytajcie mój komentarz⬇️ _link_ ",twitter,4,1.0,2.2,4.2,4.2,2.4,1.4,1.6,3.2,1.0,0.0,0.3,0.8,0.8,0.35,0.0999999999999999,0.15,0.55,0.7028090943480242,0.8163700401868949,2.1601933850714,3.1114045251887643,1.660494364432353,0.3512211860897234,1.1628704631348146,1.069622678648096,11.03498573710007
4178,"_users_ To skandal, ale sprawa jest już w prokuraturze i nie sądzę, żeby #Ziobro ukręcił jej łeb, jak sprawie Prezesa _users_ . Będę pilnować obu💪",twitter,83,2.0,1.8,3.2,2.4,1.8,1.6,2.2,2.4,0.0,0.25,0.2,0.55,0.35,0.2,0.15,0.3,0.35,0.3724461238330569,0.2434476187436453,1.1981444637568175,0.9411922716072608,0.626485053719382,0.1211280142640174,0.5097612046650035,0.0017090036806836,4.014313754269867
